StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2021-12-24 03:56:39;2021-12-24 03:56:39;2021-12-24 03:56:39;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:39;2021-12-24 03:56:40;00:00:01;00:00:01;1;1.998;0;0;1;2;2;1.998;2;1.998;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;1;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:40;2021-12-24 03:56:41;00:00:01;00:00:02;1;1.49925;0;0;1;3;1;1.49925;1;1.49925;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;2;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:41;2021-12-24 03:56:42;00:00:01;00:00:03;1;1.33245;0;0;1;4;1;1.33245;1;1.33245;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;3;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:42;2021-12-24 03:56:43;00:00:01;00:00:04;1;1.24938;0;0;1;5;1;1.24938;1;1.24938;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;4;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:43;2021-12-24 03:56:44;00:00:01;00:00:05;1;1.19952;0;0;1;6;1;1.19952;1;1.19952;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;5;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:44;2021-12-24 03:56:45;00:00:01;00:00:06;1;1.16608;0;0;1;7;1;1.16608;1;1.16608;0;0;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;6;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:45;2021-12-24 03:56:46;00:00:01;00:00:07;1;1.14237;0;0;1;8;1;1.14237;1;1.14237;0;0;0;0;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;7;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:46;2021-12-24 03:56:47;00:00:01;00:00:08;1;1.12444;0;0;1;9;1;1.12444;1;1.12444;0;0;0;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;8;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:47;2021-12-24 03:56:48;00:00:01;00:00:09;2;1.22168;0;0;2;11;2;1.22168;2;1.22168;0;0;0;0;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;10;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:48;2021-12-24 03:56:49;00:00:01;00:00:10;0;1.09956;0;0;0;11;0;1.09956;0;1.09956;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;10;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:49;2021-12-24 03:56:50;00:00:01;00:00:11;1;1.09041;0;0;1;12;1;1.09041;1;1.09041;0;0;0;0;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;11;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:50;2021-12-24 03:56:51;00:00:01;00:00:12;1;1.08288;0;0;1;13;1;1.08288;1;1.08288;0;0;0;0;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;12;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:51;2021-12-24 03:56:52;00:00:01;00:00:13;1;1.07643;0;0;1;14;1;1.07643;1;1.07643;0;0;0;0;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;13;0;0;0;0;0;0;
2021-12-24 03:56:39;2021-12-24 03:56:52;2021-12-24 03:56:53;00:00:01;00:00:14;1;1.07097;0;0;1;15;1;1.07097;1;1.07097;0;0;0;0;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;14;0;0;0;0;0;0;
